token_idx,layer_id,expert_id,source
4,14,167,RAM
4,14,137,RAM
4,14,58,RAM
4,14,252,RAM
4,15,206,RAM
4,15,181,RAM
4,15,233,RAM
4,15,165,RAM
4,15,134,RAM
4,15,238,RAM
4,15,174,RAM
4,15,220,SSD
4,16,170,RAM
4,16,51,RAM
4,16,193,SSD
4,16,130,RAM
4,16,102,RAM
4,16,150,SSD
4,16,169,RAM
4,16,205,RAM
4,17,60,RAM
4,17,89,RAM
4,17,158,RAM
4,17,69,RAM
4,17,15,RAM
4,17,115,RAM
4,17,35,RAM
4,17,124,SSD
4,18,117,RAM
4,18,192,RAM
4,18,226,RAM
4,18,197,RAM
4,18,77,SSD
4,18,205,RAM
4,18,13,RAM
4,18,191,RAM
4,19,137,RAM
4,19,4,RAM
4,19,124,RAM
4,19,35,RAM
4,19,117,SSD
4,19,14,RAM
4,19,26,RAM
4,19,59,SSD
4,20,41,RAM
4,20,224,RAM
4,20,151,RAM
4,20,56,RAM
4,20,107,RAM
4,20,115,RAM
4,20,1,RAM
4,20,238,RAM
4,21,166,RAM
4,21,243,RAM
4,21,207,RAM
4,21,131,SSD
4,21,103,RAM
4,21,95,RAM
4,21,61,RAM
4,21,197,RAM
4,22,122,RAM
4,22,234,RAM
4,22,205,RAM
4,22,116,RAM
4,22,9,SSD
4,22,0,SSD
4,22,63,RAM
4,22,196,RAM
4,23,111,RAM
4,23,14,RAM
4,23,116,SSD
4,23,107,RAM
4,23,56,RAM
4,23,114,SSD
4,23,239,SSD
4,23,59,SSD
4,24,1,RAM
4,24,9,RAM
4,24,39,RAM
4,24,220,RAM
4,24,50,RAM
4,24,128,SSD
4,24,3,SSD
4,24,2,RAM
4,25,174,RAM
4,25,28,SSD
4,25,13,RAM
4,25,202,RAM
4,25,219,RAM
4,25,71,SSD
4,25,154,SSD
4,25,20,RAM
4,26,137,RAM
4,26,52,RAM
4,26,138,RAM
4,26,67,RAM
4,26,252,RAM
4,26,167,RAM
4,26,106,RAM
4,26,51,RAM
4,27,165,RAM
4,27,181,RAM
4,27,162,RAM
4,27,100,RAM
4,27,26,RAM
4,27,177,SSD
4,27,206,RAM
4,27,58,RAM
4,28,80,RAM
4,28,170,RAM
4,28,111,RAM
4,28,193,SSD
4,28,205,RAM
4,28,130,RAM
4,28,26,SSD
4,28,0,SSD
4,29,35,RAM
4,29,158,RAM
4,29,49,SSD
4,29,21,SSD
4,29,242,RAM
4,29,166,SSD
4,29,60,RAM
4,29,88,SSD
4,30,197,SSD
4,30,13,RAM
4,30,192,RAM
4,30,52,RAM
4,30,134,RAM
4,30,226,RAM
4,30,162,SSD
4,30,250,SSD
4,31,4,SSD
4,31,20,RAM
4,31,14,RAM
4,31,205,SSD
4,31,39,SSD
4,31,252,SSD
4,31,30,RAM
4,31,253,SSD
4,32,146,SSD
4,32,19,RAM
4,32,90,RAM
4,32,254,SSD
4,32,77,SSD
4,32,178,RAM
4,32,13,SSD
4,32,192,SSD
4,33,74,RAM
4,33,97,SSD
4,33,39,RAM
4,33,36,SSD
4,33,189,SSD
4,33,49,RAM
4,33,37,SSD
4,33,238,SSD
4,34,1,RAM
4,34,212,SSD
4,34,191,SSD
4,34,255,SSD
4,34,44,SSD
4,34,238,SSD
4,34,26,SSD
4,34,96,SSD
4,35,97,RAM
4,35,190,SSD
4,35,57,SSD
4,35,114,RAM
4,35,148,SSD
4,35,160,SSD
4,35,167,RAM
4,35,42,RAM
4,36,158,RAM
4,36,14,SSD
4,36,83,RAM
4,36,227,SSD
4,36,98,RAM
4,36,120,RAM
4,36,234,SSD
4,36,39,SSD
4,37,65,RAM
4,37,58,RAM
4,37,64,RAM
4,37,190,RAM
4,37,78,RAM
4,37,233,RAM
4,37,229,SSD
4,37,88,RAM
4,38,92,RAM
4,38,148,RAM
4,38,94,RAM
4,38,209,RAM
4,38,35,SSD
4,38,251,RAM
4,38,95,RAM
4,38,215,RAM
4,39,129,SSD
4,39,189,RAM
4,39,117,SSD
4,39,78,RAM
4,39,243,RAM
4,39,141,RAM
4,39,224,RAM
4,39,38,RAM
5,0,79,SSD
5,0,237,SSD
5,0,208,RAM
5,0,81,RAM
5,0,182,SSD
5,0,132,SSD
5,0,187,SSD
5,0,158,SSD
5,1,155,RAM
5,1,182,RAM
5,1,62,SSD
5,1,11,RAM
5,1,75,RAM
5,1,118,RAM
5,1,211,RAM
5,1,146,SSD
5,2,158,RAM
5,2,109,SSD
5,2,210,SSD
5,2,164,RAM
5,2,88,SSD
5,2,43,SSD
5,2,179,SSD
5,2,40,RAM
5,3,37,SSD
5,3,117,RAM
5,3,199,RAM
5,3,187,SSD
5,3,119,SSD
5,3,39,RAM
5,3,230,SSD
5,3,235,SSD
5,4,154,RAM
5,4,102,SSD
5,4,54,SSD
5,4,142,SSD
5,4,15,SSD
5,4,214,SSD
5,4,160,RAM
5,4,129,SSD
5,5,158,RAM
5,5,198,RAM
5,5,153,RAM
5,5,43,RAM
5,5,65,RAM
5,5,188,RAM
5,5,90,SSD
5,5,186,SSD
5,6,79,RAM
5,6,138,RAM
5,6,156,RAM
5,6,196,RAM
5,6,8,RAM
5,6,157,SSD
5,6,14,RAM
5,6,177,SSD
5,7,23,SSD
5,7,117,RAM
5,7,199,RAM
5,7,78,RAM
5,7,184,RAM
5,7,229,RAM
5,7,14,RAM
5,7,76,RAM
5,8,56,RAM
5,8,224,RAM
5,8,180,RAM
5,8,239,RAM
5,8,164,RAM
5,8,137,SSD
5,8,116,SSD
5,8,4,SSD
5,9,255,RAM
5,9,203,SSD
5,9,239,SSD
5,9,197,RAM
5,9,2,RAM
5,9,191,SSD
5,9,8,RAM
5,9,243,RAM
5,10,185,RAM
5,10,196,RAM
5,10,198,SSD
5,10,157,RAM
5,10,247,RAM
5,10,65,RAM
5,10,122,RAM
5,10,243,RAM
5,11,128,RAM
5,11,107,RAM
5,11,14,RAM
5,11,160,RAM
5,11,108,RAM
5,11,111,RAM
5,11,206,RAM
5,11,42,SSD
5,12,128,RAM
5,12,93,SSD
5,12,220,RAM
5,12,1,RAM
5,12,15,SSD
5,12,199,RAM
5,12,74,SSD
5,12,3,RAM
5,13,134,RAM
5,13,154,RAM
5,13,66,RAM
5,13,202,RAM
5,13,182,RAM
