token_idx,layer_id,event,vram_mb,ram_mb
0,25,Before Layer 25,4657.63818359375,8202.609375
0,25,After Layer 25,4660.3828125,8194.1640625
0,26,Before Layer 26,4659.70068359375,8194.1640625
0,26,After Layer 26,4662.4453125,8326.8359375
0,27,Before Layer 27,4661.76318359375,8326.77734375
0,27,After Layer 27,4662.501953125,8338.93359375
0,28,Before Layer 28,4661.81982421875,8338.93359375
0,28,After Layer 28,4664.564453125,8453.59765625
0,29,Before Layer 29,4663.88232421875,8453.59765625
0,29,After Layer 29,4666.626953125,8558.5
0,30,Before Layer 30,4665.94482421875,8558.5
0,30,After Layer 30,4668.689453125,8671.85546875
0,31,Before Layer 31,4668.00732421875,8671.85546875
0,31,After Layer 31,4668.74609375,8619.19140625
0,32,Before Layer 32,4668.06396484375,8619.171875
0,32,After Layer 32,4670.80859375,8770.0546875
0,33,Before Layer 33,4670.12646484375,8770.03515625
0,33,After Layer 33,4672.87109375,8583.73828125
0,34,Before Layer 34,4672.18896484375,8583.7578125
0,34,After Layer 34,4674.93359375,8697.2421875
0,35,Before Layer 35,4674.25146484375,8697.24609375
0,35,After Layer 35,4674.990234375,8774.12109375
0,36,Before Layer 36,4674.30810546875,8774.12109375
0,36,After Layer 36,4677.052734375,8872.57421875
0,37,Before Layer 37,4676.37060546875,8872.57421875
0,37,After Layer 37,4679.115234375,8975.0234375
0,38,Before Layer 38,4678.43310546875,8975.0234375
0,38,After Layer 38,4681.177734375,9075.30078125
0,39,Before Layer 39,4680.49560546875,9075.3046875
0,39,After Layer 39,4681.234375,8977.73828125
1,0,Before Layer 0,4695.119140625,9047.07421875
1,0,After Layer 0,4743.408203125,9110.6015625
1,1,Before Layer 1,4743.3837890625,9110.61328125
1,1,After Layer 1,4791.408203125,9048.41796875
1,2,Before Layer 2,4791.3837890625,9048.421875
1,2,After Layer 2,4839.408203125,9070.8671875
1,3,Before Layer 3,4839.3837890625,9070.875
1,3,After Layer 3,4887.41015625,9091.8671875
1,4,Before Layer 4,4887.3857421875,9091.87109375
1,4,After Layer 4,4935.41015625,9058.828125
1,5,Before Layer 5,4935.3857421875,9049.109375
1,5,After Layer 5,4983.41015625,8971.2265625
1,6,Before Layer 6,4983.3857421875,8971.2265625
1,6,After Layer 6,5031.41015625,8976.3828125
1,7,Before Layer 7,5031.3857421875,8976.3828125
1,7,After Layer 7,5079.412109375,8983.46484375
1,8,Before Layer 8,5079.3876953125,8983.46484375
1,8,After Layer 8,5127.412109375,8990.3515625
1,9,Before Layer 9,5127.3876953125,8990.3515625
1,9,After Layer 9,5175.412109375,8999.20703125
1,10,Before Layer 10,5175.3876953125,8999.20703125
1,10,After Layer 10,5223.412109375,9004.32421875
1,11,Before Layer 11,5223.3876953125,9004.32421875
1,11,After Layer 11,5271.4140625,9011.06640625
1,12,Before Layer 12,5271.3896484375,9011.0703125
1,12,After Layer 12,5319.4140625,9019.41796875
1,13,Before Layer 13,5319.3896484375,9019.41796875
1,13,After Layer 13,5367.4140625,9028.81640625
1,14,Before Layer 14,5367.3896484375,9028.83203125
1,14,After Layer 14,5415.4140625,9039.078125
1,15,Before Layer 15,5415.3896484375,9039.1015625
1,15,After Layer 15,5463.416015625,9044.28515625
