expert_id,activation_count,tokens_routed,load_count,execution_time_sec,avg_batch_size,max_batch_size,cache_hits,cache_misses
211,113,897,0,0.04460804803238716,7.938053097345133,39,0,0
212,114,1037,0,0.04513834701356245,9.096491228070175,76,0,0
213,111,1342,0,0.04378060505405301,12.09009009009009,127,0,0
214,111,1307,0,0.043397844026912935,11.774774774774775,103,0,0
215,86,676,0,0.03307906898407964,7.8604651162790695,43,0,0
216,95,1122,0,0.036750164996192325,11.810526315789474,93,0,0
217,139,2186,0,0.05504753197601531,15.726618705035971,162,0,0
218,100,1219,0,0.038517031040100846,12.19,157,0,0
219,122,1601,0,0.04727379494579509,13.12295081967213,111,0,0
220,162,2346,0,0.0646625960507663,14.481481481481481,88,0,0
221,109,3906,0,0.04462786900694482,35.8348623853211,337,0,0
222,122,1160,0,0.04754571706143906,9.508196721311476,59,0,0
223,123,1327,0,0.049446058001194615,10.788617886178862,116,0,0
224,121,2323,0,0.04874652197031537,19.198347107438018,182,0,0
225,133,2344,0,0.05353669092437485,17.62406015037594,232,0,0
226,129,1318,0,0.05115028397995047,10.217054263565892,93,0,0
227,95,620,0,0.037934515967208426,6.526315789473684,27,0,0
228,131,1370,0,0.0514643300048192,10.458015267175572,114,0,0
229,154,4001,0,0.06775071097217733,25.98051948051948,274,0,0
230,110,1206,0,0.043150924997462425,10.963636363636363,97,0,0
231,125,1287,0,0.04961480699421372,10.296,76,0,0
232,111,978,0,0.043022102989198174,8.81081081081081,84,0,0
233,131,2085,0,0.051719331051572226,15.916030534351146,106,0,0
234,101,1771,0,0.040244968949991744,17.534653465346533,122,0,0
235,135,1408,0,0.05377032702381257,10.42962962962963,62,0,0
236,107,1234,0,0.042016277941002045,11.532710280373832,80,0,0
237,96,704,0,0.037855598973692395,7.333333333333333,74,0,0
238,136,2002,0,0.05367863699939335,14.720588235294118,135,0,0
239,122,1533,0,0.049037823075195774,12.565573770491802,89,0,0
240,86,362,0,0.03380689201731002,4.209302325581396,16,0,0
241,109,1601,0,0.04390857597900322,14.688073394495413,167,0,0
242,129,1852,0,0.05179141797270859,14.356589147286822,182,0,0
243,112,3145,0,0.04654891704558395,28.080357142857142,243,0,0
244,109,1463,0,0.04241727900807746,13.422018348623853,97,0,0
245,98,1040,0,0.039267569984076545,10.612244897959183,74,0,0
246,116,1316,0,0.04565305298456224,11.344827586206897,67,0,0
247,122,2022,0,0.048479283999768086,16.57377049180328,242,0,0
248,135,2874,0,0.05513985593279358,21.288888888888888,280,0,0
249,99,1422,0,0.039734299964038655,14.363636363636363,212,0,0
250,124,1955,0,0.04920151304395404,15.766129032258064,219,0,0
251,130,1230,0,0.051238383988675196,9.461538461538462,106,0,0
252,137,2578,0,0.05438769198372029,18.817518248175183,176,0,0
253,96,910,0,0.03942357703635935,9.479166666666666,74,0,0
254,152,2156,0,0.06206323999504093,14.18421052631579,174,0,0
255,113,1576,0,0.04471975796332117,13.946902654867257,134,0,0
