layer_id,Embedding,Attention,Linear Attention,Router,Weight Loading,Dispatch Table,Gather,FP8 Dequant,Expert Compute,Scatter,Shared Expert,Merge,GPU Free,Final RMSNorm,LM Head
30,0.0,0.0,0.5147778459986512,0.0033428800006731763,3.949171135001052,0.002093904997309437,0.12015100700136827,0.46267199197336595,0.1293040349810326,0.03505706297346478,0.06834608299868705,0.0004915269992125104,0.09291053299966734,0.0,0.0,6.19142635492517
31,0.0,0.4308830809977735,0.0,0.0032483070053785923,4.461134516002858,0.002133428000888671,0.11978077300136647,0.47067793097085087,0.13034365500334388,0.035030775019549765,0.059967283999867504,0.0004781379993801238,0.09615404800206306,0.0,0.0,6.63157434200366
32,0.0,0.0,0.5209578139983932,0.0036195819984641275,4.343360318001032,0.0021091299977342715,0.12097193402223638,0.47463329101265117,0.13134908898518916,0.0353007360099582,0.06611055499797658,0.0004896379987258115,0.09329958799935412,0.0,0.0,6.621083949020431
33,0.0,0.0,0.6045336210017922,0.003758407999157498,4.7858811789992615,0.002031237000664987,0.12504777300182468,0.4909388570004012,0.14261659601379506,0.03652251700259512,0.06759588100067049,0.0004915989975415869,0.09465449299841566,0.0,0.0,7.218673138017039
34,0.0,0.0,0.5697962829981407,0.0036232319989721873,4.332175535001625,0.0021578000005320064,0.12286824702096055,0.4818548049970559,0.1335648280055466,0.03617762299199967,0.06161663600050815,0.0004896619993814966,0.09370505499828141,0.0,0.0,6.680490662014563
35,0.0,0.3691929109982084,0.0,0.003382871001122112,4.77421811199838,0.00225801800024783,0.13137022499631712,0.5159306950345126,0.14147440501255915,0.038504343005115516,0.06909342200196988,0.0005041189988332917,0.09527974400134553,0.0,0.0,7.040829299049619
36,0.0,0.0,0.5630160940008864,0.00335470699792495,5.233360788998652,0.0020589949990608147,0.1308900880139845,0.5151832480096346,0.14121447298384737,0.0382979730156876,0.062104364001243084,0.0005078599979242426,0.09760637499584846,0.0,0.0,7.684894125015489
37,0.0,0.0,0.6043250749989966,0.0033494349981992855,4.531427604002602,0.0021965189998809365,0.12937069499912468,0.5009401350080225,0.1387311240132476,0.037277181000717974,0.07933383200179378,0.000490590998197149,0.09545380800227576,0.0,0.0,7.000597534024564
38,0.0,0.0,0.5290002009996897,0.0034077620002790354,4.402944538998781,0.0020707269995909883,0.1257719820150669,0.4876327999973,0.13613918297232885,0.03679475098670082,0.05369989999780955,0.00048356299794249935,0.09398834900002839,0.0,0.0,6.727028986963887
39,0.0,0.3234905480003363,0.0,0.0033472779996372992,4.425888337999822,0.0030542150025212322,0.1354908200173668,0.5138371440070841,0.14410228200631536,0.03888178701618017,0.05709026200202061,0.0005043340006523067,0.09735050000017509,0.0,0.0,6.650641734051533
