token_idx,layer_id,expert_id,source
4,18,209,GPU
4,18,13,GPU
4,18,17,GPU
4,18,229,GPU
4,18,191,GPU
4,18,48,GPU
4,19,137,GPU
4,19,48,GPU
4,19,35,GPU
4,19,248,GPU
4,19,124,GPU
4,19,47,GPU
4,19,197,GPU
4,19,14,GPU
4,20,224,GPU
4,20,41,GPU
4,20,151,GPU
4,20,56,GPU
4,20,172,GPU
4,20,1,GPU
4,20,165,GPU
4,20,66,GPU
4,21,166,GPU
4,21,61,GPU
4,21,243,GPU
4,21,32,GPU
4,21,251,GPU
4,21,95,GPU
4,21,103,GPU
4,21,207,GPU
4,22,116,GPU
4,22,205,GPU
4,22,19,GPU
4,22,20,GPU
4,22,146,GPU
4,22,122,GPU
4,22,194,GPU
4,22,119,GPU
4,23,141,GPU
4,23,107,GPU
4,23,134,GPU
4,23,71,GPU
4,23,56,GPU
4,23,70,GPU
4,23,37,GPU
4,23,146,GPU
4,24,50,GPU
4,24,9,GPU
4,24,1,GPU
4,24,2,GPU
4,24,11,GPU
4,24,42,GPU
4,24,20,GPU
4,24,97,GPU
4,25,13,GPU
4,25,0,GPU
4,25,174,GPU
4,25,126,GPU
4,25,137,GPU
4,25,219,GPU
4,25,228,GPU
4,25,202,GPU
4,26,138,GPU
4,26,67,GPU
4,26,252,GPU
4,26,196,GPU
4,26,78,GPU
4,26,17,GPU
4,26,183,GPU
4,26,213,GPU
4,27,12,GPU
4,27,206,GPU
4,27,155,GPU
4,27,35,GPU
4,27,33,GPU
4,27,80,GPU
4,27,26,GPU
4,27,245,GPU
4,28,59,GPU
4,28,102,GPU
4,28,234,GPU
4,28,130,GPU
4,28,53,GPU
4,28,114,GPU
4,28,224,GPU
4,28,243,GPU
4,29,164,GPU
4,29,60,GPU
4,29,21,GPU
4,29,69,GPU
4,29,220,GPU
4,29,170,GPU
4,29,214,GPU
4,29,115,GPU
4,30,116,GPU
4,30,220,GPU
4,30,117,GPU
4,30,158,GPU
4,30,13,GPU
4,30,192,GPU
4,30,90,GPU
4,30,63,GPU
4,31,137,GPU
4,31,229,GPU
4,31,47,GPU
4,31,14,GPU
4,31,33,GPU
4,31,247,GPU
4,31,252,GPU
4,31,248,GPU
4,32,123,GPU
4,32,18,GPU
4,32,120,GPU
4,32,254,GPU
4,32,148,GPU
4,32,48,GPU
4,32,22,GPU
4,32,109,GPU
4,33,181,GPU
4,33,234,GPU
4,33,49,GPU
4,33,253,GPU
4,33,107,GPU
